"Year","District","Immigration","FullName","SentenceAdd","PCTImmig"
2011,"OR",158,"District of Oregon",519,0.304431599229287
2011,"PAE",84,"Eastern District of Pennsylvania",870,0.096551724137931
2011,"PAM",44,"Middle District of Pennsylvania",389,0.113110539845758
2011,"PAW",39,"Western District of Pennsylvania",390,0.1
2011,"PR",50,"District of Puerto Rico",932,0.0536480686695279
2011,"RI",22,"District of Rhode Island",167,0.131736526946108
2011,"SC",61,"District of South Carolina",890,0.0685393258426966
2011,"SD",63,"District of South Dakota",342,0.184210526315789
2011,"TNE",23,"Eastern District of Tennessee",850,0.0270588235294118
2011,"TNM",18,"Middle District of Tennessee",302,0.0596026490066225
2011,"TNW",29,"Western District of Tennessee",559,0.0518783542039356
2011,"TXE",101,"Eastern District of Texas",906,0.111479028697572
2011,"TXN",171,"Northern District of Texas",855,0.2
2011,"TXS",5607,"Southern District of Texas",7964,0.704043194374686
2011,"TXW",3672,"Western District of Texas",6646,0.552512789647909
2011,"UT",295,"District of Utah",745,0.395973154362416
2011,"VAE",228,"Eastern District of Virginia",1248,0.182692307692308
2011,"VAW",8,"Western District of Virginia",341,0.0234604105571848
2011,"VI",9,"District of Virgin Islands",50,0.18
2011,"VT",8,"District of Vermont",123,0.0650406504065041
2011,"WAE",150,"Eastern District of Washington",344,0.436046511627907
2011,"WAW",118,"Western District of Washington",636,0.185534591194969
2011,"WIE",22,"Eastern District of Wisconsin",403,0.054590570719603
2011,"WIW",18,"Western District of Wisconsin",167,0.107784431137725
2011,"WVN",14,"Northern District of West Virginia",258,0.0542635658914729
2011,"WVS",5,"Southern District of West Virginia",251,0.0199203187250996
2011,"WY",86,"District of Wyoming",321,0.26791277258567
2012,"AK",3,"District of Alaska",169,0.0177514792899408
2012,"ALM",23,"Middle District of Alabama",167,0.137724550898204
2012,"ALN",37,"Northern District of Alabama",375,0.0986666666666667
2012,"ALS",8,"Southern District of Alabama",350,0.0228571428571429
2012,"ARE",22,"Eastern District of Arkansas",319,0.0689655172413793
2012,"ARW",91,"Western District of Arkansas",302,0.301324503311258
2012,"AZ",4407,"District of Arizona",8582,0.513516662782568
2012,"CAC",511,"Central District of California",1594,0.320577164366374
2012,"CAE",328,"Eastern District of California",945,0.347089947089947
2012,"CAN",181,"Northern District of California",645,0.28062015503876
2012,"CAS",2504,"Southern District of California",4512,0.554964539007092
2012,"CO",168,"District of Colorado",489,0.343558282208589
2012,"CT",11,"District of Connecticut",382,0.0287958115183246
2012,"DC",23,"District of Washington D.C.",276,0.0833333333333333
2012,"DE",11,"District of Delaware",75,0.146666666666667
2012,"FLM",232,"Middle District of Florida",1498,0.154873164218959
2012,"FLN",24,"Northern District of Florida",279,0.0860215053763441
2012,"FLS",408,"Southern District of Florida",1970,0.207106598984772
2012,"GAM",42,"Middle District of Georgia",278,0.151079136690647
2012,"GAN",89,"Northern District of Georgia",604,0.147350993377483
2012,"GAS",7,"Southern District of Georgia",323,0.021671826625387
2012,"GU",1,"District of Guam",30,0.0333333333333333
2012,"HI",18,"District of Hawaii",202,0.0891089108910891
2012,"IAN",116,"Northern District of Iowa",371,0.31266846361186
2012,"IAS",38,"Southern District of Iowa",393,0.0966921119592875
2012,"ID",62,"District of Idaho",235,0.263829787234043
2012,"ILC",64,"Central District of Illinois",394,0.16243654822335
2012,"ILN",109,"Northern District of Illinois",738,0.14769647696477
2012,"ILS",53,"Southern District of Illinois",394,0.134517766497462
2012,"INN",12,"Northern District of Indiana",330,0.0363636363636364
2012,"INS",26,"Southern District of Indiana",385,0.0675324675324675
2012,"KS",101,"District of Kansas",568,0.177816901408451
2012,"KYE",25,"Eastern District of Kentucky",425,0.0588235294117647
2012,"KYW",26,"Western District of Kentucky",238,0.109243697478992
2012,"LAE",41,"Eastern District of Louisiana",293,0.139931740614334
2012,"LAM",35,"Middle District of Louisiana",191,0.183246073298429
2012,"LAW",21,"Western District of Louisiana",326,0.0644171779141104
2012,"MA",54,"District of Massachusetts",436,0.123853211009174
2012,"MD",66,"District of Maryland",915,0.0721311475409836
2012,"ME",19,"District of Maine",168,0.113095238095238
2012,"MIE",117,"Eastern District of Michigan",782,0.149616368286445
2012,"MIW",91,"Western District of Michigan",414,0.219806763285024
2012,"MN",31,"District of Minnesota",387,0.0801033591731266
2012,"MOE",19,"Eastern District of Missouri",660,0.0287878787878788
2012,"MOW",20,"Western District of Missouri",658,0.0303951367781155
2012,"MP",4,"District of Northern Mariana Islands",13,0.307692307692308
2012,"MSN",2,"Northern District of Mississippi",144,0.0138888888888889
2012,"MSS",27,"Southern District of Mississippi",220,0.122727272727273
2012,"MT",15,"District of Montana",352,0.0426136363636364
2012,"NCE",45,"Eastern District of North Carolina",708,0.0635593220338983
2012,"NCM",54,"Middle District of North Carolina",399,0.135338345864662
2012,"NCW",101,"Western District of North Carolina",403,0.250620347394541
2012,"ND",95,"District of North Dakota",273,0.347985347985348
2012,"NE",123,"District of Nebraska",524,0.234732824427481
2012,"NH",11,"District of New Hampshire",123,0.0894308943089431
2012,"NJ",38,"District of New Jersey",683,0.0556368960468521
2012,"NM",2087,"District of New Mexico",2968,0.703167115902965
2012,"NV",99,"District of Nevada",536,0.184701492537313
2012,"NYE",121,"Eastern District of New York",762,0.158792650918635
2012,"NYN",122,"Northern District of New York",531,0.229755178907721
2012,"NYS",135,"Southern District of New York",1250,0.108
2012,"NYW",96,"Western District of New York",481,0.1995841995842
2012,"OHN",51,"Northern District of Ohio",733,0.0695770804911323
2012,"OHS",44,"Southern District of Ohio",510,0.0862745098039216
2012,"OKE",3,"Eastern District of Oklahoma",73,0.0410958904109589
2012,"OKN",28,"Northern District of Oklahoma",170,0.164705882352941
2012,"OKW",93,"Western District of Oklahoma",371,0.250673854447439
2012,"OR",173,"District of Oregon",511,0.338551859099804
2012,"PAE",54,"Eastern District of Pennsylvania",723,0.0746887966804979
2012,"PAM",53,"Middle District of Pennsylvania",423,0.125295508274232
2012,"PAW",47,"Western District of Pennsylvania",396,0.118686868686869
2012,"PR",102,"District of Puerto Rico",1033,0.0987415295256534
2012,"RI",37,"District of Rhode Island",167,0.221556886227545
2012,"SC",47,"District of South Carolina",762,0.0616797900262467
2012,"SD",54,"District of South Dakota",358,0.150837988826816
2012,"TNE",25,"Eastern District of Tennessee",781,0.0320102432778489
2012,"TNM",18,"Middle District of Tennessee",296,0.0608108108108108
2012,"TNW",15,"Western District of Tennessee",502,0.0298804780876494
2012,"TXE",104,"Eastern District of Texas",833,0.12484993997599
2012,"TXN",181,"Northern District of Texas",946,0.191331923890063
2012,"TXS",4104,"Southern District of Texas",6309,0.650499286733238
2012,"TXW",4194,"Western District of Texas",7214,0.581369559190463
2012,"UT",168,"District of Utah",505,0.332673267326733
2012,"VAE",212,"Eastern District of Virginia",1200,0.176666666666667
2012,"VAW",10,"Western District of Virginia",324,0.0308641975308642
2012,"VI",6,"District of Virgin Islands",57,0.105263157894737
2012,"VT",16,"District of Vermont",185,0.0864864864864865
2012,"WAE",84,"Eastern District of Washington",274,0.306569343065693
2012,"WAW",96,"Western District of Washington",597,0.160804020100503
2012,"WIE",13,"Eastern District of Wisconsin",391,0.0332480818414322
2012,"WIW",21,"Western District of Wisconsin",145,0.144827586206897
2012,"WVN",3,"Northern District of West Virginia",289,0.0103806228373702
2012,"WVS",3,"Southern District of West Virginia",266,0.0112781954887218
2012,"WY",61,"District of Wyoming",227,0.268722466960352
2013,"AK",2,"District of Alaska",166,0.0120481927710843
2013,"ALM",31,"Middle District of Alabama",173,0.179190751445087
2013,"ALN",34,"Northern District of Alabama",391,0.0869565217391304
2013,"ALS",16,"Southern District of Alabama",257,0.0622568093385214
2013,"ARE",18,"Eastern District of Arkansas",330,0.0545454545454545
2013,"ARW",58,"Western District of Arkansas",272,0.213235294117647
2013,"AZ",2878,"District of Arizona",6623,0.434546278121697
2013,"CAC",426,"Central District of California",1484,0.287061994609164
2013,"CAE",289,"Eastern District of California",923,0.313109425785482
2013,"CAN",126,"Northern District of California",627,0.200956937799043
2013,"CAS",2442,"Southern District of California",4319,0.565408659411901
2013,"CO",173,"District of Colorado",510,0.33921568627451
2013,"CT",25,"District of Connecticut",364,0.0686813186813187
2013,"DC",10,"District of Washington D.C.",280,0.0357142857142857
2013,"DE",12,"District of Delaware",82,0.146341463414634
2013,"FLM",214,"Middle District of Florida",1320,0.162121212121212
2013,"FLN",27,"Northern District of Florida",300,0.09
2013,"FLS",540,"Southern District of Florida",2135,0.252927400468384
2013,"GAM",34,"Middle District of Georgia",314,0.10828025477707
2013,"GAN",78,"Northern District of Georgia",460,0.169565217391304
2013,"GAS",2,"Southern District of Georgia",314,0.00636942675159236
2013,"GU",2,"District of Guam",34,0.0588235294117647
2013,"HI",10,"District of Hawaii",199,0.050251256281407
2013,"IAN",75,"Northern District of Iowa",360,0.208333333333333
2013,"IAS",35,"Southern District of Iowa",377,0.0928381962864721
2013,"ID",64,"District of Idaho",254,0.251968503937008
2013,"ILC",62,"Central District of Illinois",339,0.182890855457227
2013,"ILN",94,"Northern District of Illinois",758,0.12401055408971
2013,"ILS",38,"Southern District of Illinois",372,0.102150537634409
2013,"INN",3,"Northern District of Indiana",361,0.00831024930747922
2013,"INS",23,"Southern District of Indiana",315,0.073015873015873
2013,"KS",73,"District of Kansas",575,0.12695652173913
2013,"KYE",16,"Eastern District of Kentucky",417,0.0383693045563549
2013,"KYW",15,"Western District of Kentucky",251,0.0597609561752988
2013,"LAE",25,"Eastern District of Louisiana",245,0.102040816326531
2013,"LAM",59,"Middle District of Louisiana",159,0.371069182389937
2013,"LAW",40,"Western District of Louisiana",251,0.159362549800797
2013,"MA",53,"District of Massachusetts",400,0.1325
2013,"MD",67,"District of Maryland",758,0.0883905013192612
2013,"ME",11,"District of Maine",217,0.0506912442396313
2013,"MIE",126,"Eastern District of Michigan",801,0.157303370786517
2013,"MIW",81,"Western District of Michigan",387,0.209302325581395
2013,"MN",15,"District of Minnesota",278,0.0539568345323741
2013,"MOE",26,"Eastern District of Missouri",565,0.0460176991150442
2013,"MOW",38,"Western District of Missouri",615,0.0617886178861789
2013,"MP",5,"District of Northern Mariana Islands",20,0.25
2013,"MSN",1,"Northern District of Mississippi",159,0.00628930817610063
2013,"MSS",37,"Southern District of Mississippi",327,0.113149847094801
2013,"MT",1,"District of Montana",299,0.00334448160535117
2013,"NCE",37,"Eastern District of North Carolina",668,0.0553892215568862
2013,"NCM",39,"Middle District of North Carolina",409,0.0953545232273839
2013,"NCW",94,"Western District of North Carolina",555,0.169369369369369
2013,"ND",85,"District of North Dakota",302,0.281456953642384
2013,"NE",123,"District of Nebraska",519,0.236994219653179
2013,"NH",22,"District of New Hampshire",135,0.162962962962963
2013,"NJ",31,"District of New Jersey",625,0.0496
2013,"NM",2969,"District of New Mexico",3749,0.791944518538277
2013,"NV",136,"District of Nevada",563,0.241563055062167
2013,"NYE",96,"Eastern District of New York",700,0.137142857142857
2013,"NYN",81,"Northern District of New York",430,0.188372093023256
2013,"NYS",79,"Southern District of New York",1248,0.063301282051282
2013,"NYW",100,"Western District of New York",433,0.23094688221709
2013,"OHN",33,"Northern District of Ohio",715,0.0461538461538462
2013,"OHS",44,"Southern District of Ohio",499,0.0881763527054108
2013,"OKE",4,"Eastern District of Oklahoma",90,0.0444444444444444
2013,"OKN",45,"Northern District of Oklahoma",200,0.225
2013,"OKW",39,"Western District of Oklahoma",282,0.138297872340426
2013,"OR",145,"District of Oregon",552,0.26268115942029
2013,"PAE",63,"Eastern District of Pennsylvania",737,0.0854816824966079
2013,"PAM",39,"Middle District of Pennsylvania",321,0.121495327102804
2013,"PAW",28,"Western District of Pennsylvania",351,0.0797720797720798
2013,"PR",65,"District of Puerto Rico",1319,0.0492797573919636
2013,"RI",19,"District of Rhode Island",127,0.149606299212598
2013,"SC",71,"District of South Carolina",664,0.106927710843373
2013,"SD",56,"District of South Dakota",392,0.142857142857143
2013,"TNE",32,"Eastern District of Tennessee",743,0.0430686406460296
2013,"TNM",20,"Middle District of Tennessee",261,0.0766283524904215
2013,"TNW",11,"Western District of Tennessee",593,0.0185497470489039
2013,"TXE",88,"Eastern District of Texas",874,0.100686498855835
2013,"TXN",209,"Northern District of Texas",1011,0.206726013847676
2013,"TXS",4717,"Southern District of Texas",6704,0.703609785202864
2013,"TXW",3448,"Western District of Texas",5860,0.58839590443686
2013,"UT",220,"District of Utah",560,0.392857142857143
2013,"VAE",144,"Eastern District of Virginia",1039,0.138594802694899
2013,"VAW",8,"Western District of Virginia",399,0.0200501253132832
2013,"VI",8,"District of Virgin Islands",47,0.170212765957447
2013,"VT",9,"District of Vermont",161,0.0559006211180124
2013,"WAE",60,"Eastern District of Washington",333,0.18018018018018
2013,"WAW",104,"Western District of Washington",646,0.160990712074303
2013,"WIE",8,"Eastern District of Wisconsin",339,0.023598820058997
2013,"WIW",15,"Western District of Wisconsin",128,0.1171875
2013,"WVN",2,"Northern District of West Virginia",306,0.0065359477124183
2013,"WVS",2,"Southern District of West Virginia",216,0.00925925925925926
2013,"WY",47,"District of Wyoming",179,0.262569832402235
2014,"AK",2,"District of Alaska",119,0.0168067226890756
2014,"ALM",40,"Middle District of Alabama",185,0.216216216216216
2014,"ALN",22,"Northern District of Alabama",344,0.063953488372093
2014,"ALS",8,"Southern District of Alabama",309,0.0258899676375405
2014,"ARE",15,"Eastern District of Arkansas",298,0.0503355704697987
2014,"ARW",49,"Western District of Arkansas",296,0.165540540540541
2014,"AZ",2666,"District of Arizona",6275,0.424860557768924
2014,"CAC",259,"Central District of California",1075,0.24093023255814
2014,"CAE",155,"Eastern District of California",840,0.18452380952381
2014,"CAN",93,"Northern District of California",582,0.15979381443299
2014,"CAS",1681,"Southern District of California",3514,0.478372225384178
2014,"CO",163,"District of Colorado",452,0.360619469026549
2014,"CT",9,"District of Connecticut",296,0.0304054054054054
2014,"DC",15,"District of Washington D.C.",280,0.0535714285714286
2014,"DE",9,"District of Delaware",82,0.109756097560976
2014,"FLM",218,"Middle District of Florida",1223,0.178250204415372
2014,"FLN",14,"Northern District of Florida",278,0.0503597122302158
2014,"FLS",481,"Southern District of Florida",2034,0.236479842674533
2014,"GAM",39,"Middle District of Georgia",350,0.111428571428571
2014,"GAN",97,"Northern District of Georgia",562,0.172597864768683
2014,"GAS",7,"Southern District of Georgia",404,0.0173267326732673
2014,"GU",1,"District of Guam",67,0.0149253731343284
2014,"HI",6,"District of Hawaii",227,0.026431718061674
2014,"IAN",83,"Northern District of Iowa",359,0.231197771587744
2014,"IAS",28,"Southern District of Iowa",268,0.104477611940299
2014,"ID",51,"District of Idaho",243,0.209876543209877
2014,"ILC",23,"Central District of Illinois",383,0.0600522193211488
2014,"ILN",96,"Northern District of Illinois",755,0.127152317880795
2014,"ILS",9,"Southern District of Illinois",326,0.0276073619631902
2014,"INN",9,"Northern District of Indiana",306,0.0294117647058824
2014,"INS",14,"Southern District of Indiana",334,0.0419161676646707
2014,"KS",50,"District of Kansas",569,0.0878734622144113
2014,"KYE",11,"Eastern District of Kentucky",535,0.0205607476635514
2014,"KYW",15,"Western District of Kentucky",185,0.0810810810810811
2014,"LAE",30,"Eastern District of Louisiana",244,0.122950819672131
2014,"LAM",37,"Middle District of Louisiana",148,0.25
2014,"LAW",21,"Western District of Louisiana",226,0.0929203539823009
2014,"MA",45,"District of Massachusetts",375,0.12
2014,"MD",48,"District of Maryland",708,0.0677966101694915
2014,"ME",14,"District of Maine",179,0.0782122905027933
2014,"MIE",101,"Eastern District of Michigan",864,0.116898148148148
2014,"MIW",73,"Western District of Michigan",358,0.20391061452514
2014,"MN",21,"District of Minnesota",245,0.0857142857142857
2014,"MOE",17,"Eastern District of Missouri",603,0.0281923714759536
2014,"MOW",24,"Western District of Missouri",723,0.033195020746888
2014,"MP",0,"District of Northern Mariana Islands",10,0
2014,"MSN",0,"Northern District of Mississippi",169,0
2014,"MSS",28,"Southern District of Mississippi",229,0.122270742358079
2014,"MT",4,"District of Montana",266,0.0150375939849624
2014,"NCE",44,"Eastern District of North Carolina",583,0.0754716981132075
2014,"NCM",45,"Middle District of North Carolina",461,0.0976138828633406
2014,"NCW",54,"Western District of North Carolina",577,0.0935875216637782
2014,"ND",97,"District of North Dakota",314,0.308917197452229
2014,"NE",119,"District of Nebraska",507,0.234714003944773
2014,"NH",21,"District of New Hampshire",113,0.185840707964602
2014,"NJ",38,"District of New Jersey",498,0.0763052208835341
2014,"NM",3240,"District of New Mexico",4231,0.765776412195698
2014,"NV",77,"District of Nevada",428,0.179906542056075
2014,"NYE",112,"Eastern District of New York",740,0.151351351351351
2014,"NYN",89,"Northern District of New York",354,0.251412429378531
2014,"NYS",73,"Southern District of New York",1333,0.0547636909227307
2014,"NYW",72,"Western District of New York",422,0.170616113744076
2014,"OHN",18,"Northern District of Ohio",607,0.0296540362438221
2014,"OHS",53,"Southern District of Ohio",562,0.0943060498220641
2014,"OKE",1,"Eastern District of Oklahoma",68,0.0147058823529412
2014,"OKN",38,"Northern District of Oklahoma",197,0.192893401015228
2014,"OKW",65,"Western District of Oklahoma",281,0.231316725978648
2014,"OR",94,"District of Oregon",462,0.203463203463203
2014,"PAE",58,"Eastern District of Pennsylvania",624,0.092948717948718
2014,"PAM",37,"Middle District of Pennsylvania",332,0.11144578313253
2014,"PAW",10,"Western District of Pennsylvania",336,0.0297619047619048
2014,"PR",91,"District of Puerto Rico",1293,0.0703789636504254
2014,"RI",17,"District of Rhode Island",126,0.134920634920635
2014,"SC",79,"District of South Carolina",615,0.128455284552846
2014,"SD",30,"District of South Dakota",416,0.0721153846153846
2014,"TNE",31,"Eastern District of Tennessee",772,0.0401554404145078
2014,"TNM",18,"Middle District of Tennessee",248,0.0725806451612903
2014,"TNW",8,"Western District of Tennessee",406,0.0197044334975369
2014,"TXE",80,"Eastern District of Texas",866,0.092378752886836
2014,"TXN",248,"Northern District of Texas",1290,0.192248062015504
2014,"TXS",4467,"Southern District of Texas",6121,0.729782715242607
2014,"TXW",3108,"Western District of Texas",5288,0.587745839636914
2014,"UT",204,"District of Utah",492,0.414634146341463
2014,"VAE",142,"Eastern District of Virginia",969,0.146542827657379
2014,"VAW",9,"Western District of Virginia",337,0.0267062314540059
2014,"VI",11,"District of Virgin Islands",53,0.207547169811321
2014,"VT",10,"District of Vermont",165,0.0606060606060606
2014,"WAE",50,"Eastern District of Washington",325,0.153846153846154
2014,"WAW",88,"Western District of Washington",551,0.159709618874773
2014,"WIE",8,"Eastern District of Wisconsin",275,0.0290909090909091
2014,"WIW",9,"Western District of Wisconsin",118,0.076271186440678
2014,"WVN",1,"Northern District of West Virginia",285,0.00350877192982456
2014,"WVS",1,"Southern District of West Virginia",261,0.00383141762452107
2014,"WY",40,"District of Wyoming",240,0.166666666666667
2015,"AK",1,"District of Alaska",135,0.00740740740740741
2015,"ALM",25,"Middle District of Alabama",168,0.148809523809524
2015,"ALN",16,"Northern District of Alabama",251,0.0637450199203187
2015,"ALS",15,"Southern District of Alabama",262,0.0572519083969466
2015,"ARE",22,"Eastern District of Arkansas",287,0.0766550522648084
2015,"ARW",27,"Western District of Arkansas",240,0.1125
2015,"AZ",2359,"District of Arizona",5812,0.405884377150723
2015,"CAC",135,"Central District of California",922,0.146420824295011
2015,"CAE",104,"Eastern District of California",671,0.154992548435171
2015,"CAN",53,"Northern District of California",487,0.108829568788501
2015,"CAS",1596,"Southern District of California",3066,0.520547945205479
2015,"CO",110,"District of Colorado",379,0.29023746701847
2015,"CT",3,"District of Connecticut",273,0.010989010989011
2015,"DC",8,"District of Washington D.C.",187,0.0427807486631016
2015,"DE",7,"District of Delaware",80,0.0875
2015,"FLM",159,"Middle District of Florida",1130,0.14070796460177
2015,"FLN",10,"Northern District of Florida",208,0.0480769230769231
2015,"FLS",486,"Southern District of Florida",1971,0.246575342465753
2015,"GAM",32,"Middle District of Georgia",261,0.122605363984674
2015,"GAN",85,"Northern District of Georgia",514,0.165369649805447
2015,"GAS",1,"Southern District of Georgia",302,0.0033112582781457
2015,"GU",2,"District of Guam",54,0.037037037037037
2015,"HI",8,"District of Hawaii",215,0.0372093023255814
2015,"IAN",79,"Northern District of Iowa",344,0.229651162790698
2015,"IAS",26,"Southern District of Iowa",276,0.0942028985507246
2015,"ID",44,"District of Idaho",204,0.215686274509804
2015,"ILC",24,"Central District of Illinois",287,0.0836236933797909
2015,"ILN",51,"Northern District of Illinois",640,0.0796875
2015,"ILS",9,"Southern District of Illinois",356,0.0252808988764045
2015,"INN",4,"Northern District of Indiana",221,0.0180995475113122
2015,"INS",14,"Southern District of Indiana",327,0.0428134556574924
2015,"KS",35,"District of Kansas",458,0.0764192139737991
2015,"KYE",15,"Eastern District of Kentucky",479,0.0313152400835073
2015,"KYW",8,"Western District of Kentucky",186,0.043010752688172
2015,"LAE",61,"Eastern District of Louisiana",304,0.200657894736842
2015,"LAM",26,"Middle District of Louisiana",123,0.211382113821138
2015,"LAW",9,"Western District of Louisiana",181,0.0497237569060773
2015,"MA",44,"District of Massachusetts",437,0.100686498855835
2015,"MD",35,"District of Maryland",682,0.0513196480938416
2015,"ME",4,"District of Maine",163,0.0245398773006135
2015,"MIE",85,"Eastern District of Michigan",736,0.115489130434783
2015,"MIW",78,"Western District of Michigan",334,0.233532934131737
2015,"MN",26,"District of Minnesota",333,0.0780780780780781
2015,"MOE",16,"Eastern District of Missouri",461,0.03470715835141
2015,"MOW",20,"Western District of Missouri",761,0.026281208935611
2015,"MP",3,"District of Northern Mariana Islands",12,0.25
2015,"MSN",3,"Northern District of Mississippi",124,0.0241935483870968
2015,"MSS",13,"Southern District of Mississippi",231,0.0562770562770563
2015,"MT",7,"District of Montana",324,0.0216049382716049
2015,"NCE",28,"Eastern District of North Carolina",484,0.0578512396694215
2015,"NCM",40,"Middle District of North Carolina",465,0.0860215053763441
2015,"NCW",47,"Western District of North Carolina",608,0.0773026315789474
2015,"ND",113,"District of North Dakota",370,0.305405405405405
2015,"NE",103,"District of Nebraska",477,0.215932914046122
2015,"NH",34,"District of New Hampshire",116,0.293103448275862
2015,"NJ",27,"District of New Jersey",541,0.0499075785582255
2015,"NM",3453,"District of New Mexico",4340,0.795622119815668
2015,"NV",75,"District of Nevada",480,0.15625
2015,"NYE",77,"Eastern District of New York",591,0.130287648054146
2015,"NYN",59,"Northern District of New York",289,0.204152249134948
2015,"NYS",72,"Southern District of New York",1363,0.0528246515040352
2015,"NYW",50,"Western District of New York",404,0.123762376237624
2015,"OHN",25,"Northern District of Ohio",585,0.0427350427350427
2015,"OHS",82,"Southern District of Ohio",511,0.160469667318982
2015,"OKE",1,"Eastern District of Oklahoma",79,0.0126582278481013
2015,"OKN",34,"Northern District of Oklahoma",147,0.231292517006803
2015,"OKW",48,"Western District of Oklahoma",253,0.189723320158103
2015,"OR",99,"District of Oregon",468,0.211538461538462
2015,"PAE",66,"Eastern District of Pennsylvania",595,0.110924369747899
2015,"PAM",29,"Middle District of Pennsylvania",309,0.0938511326860841
2015,"PAW",4,"Western District of Pennsylvania",354,0.0112994350282486
2015,"PR",81,"District of Puerto Rico",1307,0.0619739862280031
2015,"RI",9,"District of Rhode Island",86,0.104651162790698
2015,"SC",87,"District of South Carolina",524,0.166030534351145
2015,"SD",28,"District of South Dakota",330,0.0848484848484849
2015,"TNE",34,"Eastern District of Tennessee",615,0.0552845528455285
2015,"TNM",16,"Middle District of Tennessee",225,0.0711111111111111
2015,"TNW",7,"Western District of Tennessee",422,0.0165876777251185
2015,"TXE",52,"Eastern District of Texas",936,0.0555555555555556
2015,"TXN",191,"Northern District of Texas",1278,0.149452269170579
2015,"TXS",4277,"Southern District of Texas",5968,0.716655495978552
2015,"TXW",3051,"Western District of Texas",5170,0.590135396518375
2015,"UT",173,"District of Utah",456,0.379385964912281
2015,"VAE",82,"Eastern District of Virginia",791,0.103666245259166
2015,"VAW",13,"Western District of Virginia",329,0.0395136778115502
2015,"VI",5,"District of Virgin Islands",57,0.087719298245614
2015,"VT",2,"District of Vermont",138,0.0144927536231884
2015,"WAE",43,"Eastern District of Washington",325,0.132307692307692
2015,"WAW",50,"Western District of Washington",403,0.124069478908189
2015,"WIE",5,"Eastern District of Wisconsin",195,0.0256410256410256
2015,"WIW",11,"Western District of Wisconsin",103,0.106796116504854
2015,"WVN",6,"Northern District of West Virginia",328,0.0182926829268293
2015,"WVS",2,"Southern District of West Virginia",246,0.00813008130081301
2015,"WY",39,"District of Wyoming",210,0.185714285714286
2016,"AK",2,"District of Alaska",142,0.0140845070422535
2016,"ALM",7,"Middle District of Alabama",131,0.0534351145038168
2016,"ALN",21,"Northern District of Alabama",289,0.0726643598615917
2016,"ALS",9,"Southern District of Alabama",246,0.0365853658536585
2016,"ARE",6,"Eastern District of Arkansas",286,0.020979020979021
2016,"ARW",16,"Western District of Arkansas",225,0.0711111111111111
2016,"AZ",2350,"District of Arizona",5395,0.435588507877665
2016,"CAC",90,"Central District of California",748,0.120320855614973
2016,"CAE",41,"Eastern District of California",593,0.0691399662731872
2016,"CAN",44,"Northern District of California",372,0.118279569892473
2016,"CAS",1087,"Southern District of California",2554,0.425606891151135
2016,"CO",109,"District of Colorado",417,0.261390887290168
2016,"CT",2,"District of Connecticut",246,0.00813008130081301
2016,"DC",3,"District of Washington D.C.",192,0.015625
2016,"DE",6,"District of Delaware",61,0.0983606557377049
2016,"FLM",144,"Middle District of Florida",1183,0.121724429416737
2016,"FLN",11,"Northern District of Florida",212,0.0518867924528302
2016,"FLS",439,"Southern District of Florida",2013,0.218082463984103
2016,"GAM",21,"Middle District of Georgia",260,0.0807692307692308
2016,"GAN",70,"Northern District of Georgia",481,0.145530145530146
2016,"GAS",2,"Southern District of Georgia",285,0.00701754385964912
2016,"GU",2,"District of Guam",39,0.0512820512820513
2016,"HI",5,"District of Hawaii",119,0.0420168067226891
2016,"IAN",59,"Northern District of Iowa",328,0.179878048780488
2016,"IAS",34,"Southern District of Iowa",309,0.110032362459547
2016,"ID",32,"District of Idaho",208,0.153846153846154
2016,"ILC",12,"Central District of Illinois",230,0.0521739130434783
2016,"ILN",45,"Northern District of Illinois",568,0.0792253521126761
2016,"ILS",6,"Southern District of Illinois",274,0.0218978102189781
2016,"INN",1,"Northern District of Indiana",238,0.00420168067226891
2016,"INS",15,"Southern District of Indiana",281,0.0533807829181495
2016,"KS",27,"District of Kansas",378,0.0714285714285714
2016,"KYE",6,"Eastern District of Kentucky",398,0.0150753768844221
2016,"KYW",12,"Western District of Kentucky",247,0.048582995951417
2016,"LAE",25,"Eastern District of Louisiana",250,0.1
2016,"LAM",24,"Middle District of Louisiana",128,0.1875
2016,"LAW",19,"Western District of Louisiana",179,0.106145251396648
2016,"MA",65,"District of Massachusetts",410,0.158536585365854
2016,"MD",37,"District of Maryland",625,0.0592
2016,"ME",2,"District of Maine",172,0.0116279069767442
2016,"MIE",79,"Eastern District of Michigan",780,0.101282051282051
2016,"MIW",67,"Western District of Michigan",295,0.227118644067797
2016,"MN",22,"District of Minnesota",424,0.0518867924528302
2016,"MOE",4,"Eastern District of Missouri",610,0.00655737704918033
2016,"MOW",12,"Western District of Missouri",729,0.0164609053497942
2016,"MP",0,"District of Northern Mariana Islands",15,0
2016,"MSN",1,"Northern District of Mississippi",127,0.0078740157480315
2016,"MSS",5,"Southern District of Mississippi",203,0.0246305418719212
2016,"MT",4,"District of Montana",265,0.0150943396226415
2016,"NCE",37,"Eastern District of North Carolina",515,0.0718446601941748
2016,"NCM",31,"Middle District of North Carolina",385,0.0805194805194805
2016,"NCW",62,"Western District of North Carolina",597,0.103852596314908
2016,"ND",49,"District of North Dakota",306,0.160130718954248
2016,"NE",63,"District of Nebraska",458,0.137554585152838
2016,"NH",30,"District of New Hampshire",147,0.204081632653061
2016,"NJ",25,"District of New Jersey",497,0.0503018108651912
