"Year","District","Immigration","FullName","SentenceAdd","PCTImmig"
2016,"NM",4053,"District of New Mexico",4905,0.826299694189602
2016,"NV",60,"District of Nevada",355,0.169014084507042
2016,"NYE",69,"Eastern District of New York",528,0.130681818181818
2016,"NYN",50,"Northern District of New York",247,0.202429149797571
2016,"NYS",56,"Southern District of New York",1028,0.0544747081712062
2016,"NYW",20,"Western District of New York",354,0.0564971751412429
2016,"OHN",14,"Northern District of Ohio",487,0.0287474332648871
2016,"OHS",47,"Southern District of Ohio",424,0.110849056603774
2016,"OKE",0,"Eastern District of Oklahoma",81,0
2016,"OKN",19,"Northern District of Oklahoma",148,0.128378378378378
2016,"OKW",34,"Western District of Oklahoma",238,0.142857142857143
2016,"OR",80,"District of Oregon",348,0.229885057471264
2016,"PAE",41,"Eastern District of Pennsylvania",482,0.0850622406639004
2016,"PAM",25,"Middle District of Pennsylvania",257,0.0972762645914397
2016,"PAW",7,"Western District of Pennsylvania",305,0.0229508196721311
2016,"PR",86,"District of Puerto Rico",915,0.0939890710382514
2016,"RI",6,"District of Rhode Island",74,0.0810810810810811
2016,"SC",72,"District of South Carolina",499,0.144288577154309
2016,"SD",25,"District of South Dakota",357,0.0700280112044818
2016,"TNE",20,"Eastern District of Tennessee",709,0.0282087447108604
2016,"TNM",17,"Middle District of Tennessee",186,0.0913978494623656
2016,"TNW",5,"Western District of Tennessee",405,0.0123456790123457
2016,"TXE",42,"Eastern District of Texas",780,0.0538461538461538
2016,"TXN",192,"Northern District of Texas",1247,0.153969526864475
2016,"TXS",4442,"Southern District of Texas",6165,0.720519059205191
2016,"TXW",3024,"Western District of Texas",5225,0.578755980861244
2016,"UT",156,"District of Utah",480,0.325
2016,"VAE",53,"Eastern District of Virginia",854,0.0620608899297424
2016,"VAW",8,"Western District of Virginia",296,0.027027027027027
2016,"VI",7,"District of Virgin Islands",51,0.137254901960784
2016,"VT",7,"District of Vermont",141,0.049645390070922
2016,"WAE",45,"Eastern District of Washington",273,0.164835164835165
2016,"WAW",45,"Western District of Washington",419,0.107398568019093
2016,"WIE",6,"Eastern District of Wisconsin",226,0.0265486725663717
2016,"WIW",8,"Western District of Wisconsin",111,0.0720720720720721
2016,"WVN",8,"Northern District of West Virginia",246,0.032520325203252
2016,"WVS",2,"Southern District of West Virginia",190,0.0105263157894737
2016,"WY",42,"District of Wyoming",190,0.221052631578947
2017,"AK",0,"District of Alaska",156,0
2017,"ALM",8,"Middle District of Alabama",175,0.0457142857142857
2017,"ALN",19,"Northern District of Alabama",352,0.0539772727272727
2017,"ALS",12,"Southern District of Alabama",289,0.041522491349481
2017,"ARE",6,"Eastern District of Arkansas",351,0.0170940170940171
2017,"ARW",19,"Western District of Arkansas",216,0.087962962962963
2017,"AZ",2529,"District of Arizona",5043,0.501487209994051
2017,"CAC",94,"Central District of California",818,0.114914425427873
2017,"CAE",36,"Eastern District of California",430,0.0837209302325581
2017,"CAN",37,"Northern District of California",395,0.0936708860759494
2017,"CAS",1197,"Southern District of California",2473,0.484027496967246
2017,"CO",113,"District of Colorado",387,0.291989664082687
2017,"CT",4,"District of Connecticut",295,0.0135593220338983
2017,"DC",3,"District of Washington D.C.",182,0.0164835164835165
2017,"DE",8,"District of Delaware",75,0.106666666666667
2017,"FLM",242,"Middle District of Florida",1336,0.181137724550898
2017,"FLN",21,"Northern District of Florida",227,0.092511013215859
2017,"FLS",449,"Southern District of Florida",2084,0.215451055662188
2017,"GAM",27,"Middle District of Georgia",300,0.09
2017,"GAN",68,"Northern District of Georgia",473,0.143763213530655
2017,"GAS",12,"Southern District of Georgia",301,0.0398671096345515
2017,"GU",0,"District of Guam",36,0
2017,"HI",2,"District of Hawaii",115,0.0173913043478261
2017,"IAN",72,"Northern District of Iowa",357,0.201680672268908
2017,"IAS",52,"Southern District of Iowa",376,0.138297872340426
2017,"ID",51,"District of Idaho",294,0.173469387755102
2017,"ILC",20,"Central District of Illinois",226,0.0884955752212389
2017,"ILN",40,"Northern District of Illinois",564,0.0709219858156028
2017,"ILS",11,"Southern District of Illinois",225,0.0488888888888889
2017,"INN",6,"Northern District of Indiana",245,0.0244897959183673
2017,"INS",19,"Southern District of Indiana",380,0.05
2017,"KS",36,"District of Kansas",439,0.082004555808656
2017,"KYE",8,"Eastern District of Kentucky",348,0.0229885057471264
2017,"KYW",5,"Western District of Kentucky",198,0.0252525252525253
2017,"LAE",40,"Eastern District of Louisiana",278,0.143884892086331
2017,"LAM",17,"Middle District of Louisiana",142,0.119718309859155
2017,"LAW",17,"Western District of Louisiana",222,0.0765765765765766
2017,"MA",52,"District of Massachusetts",390,0.133333333333333
2017,"MD",40,"District of Maryland",622,0.0643086816720257
2017,"ME",8,"District of Maine",166,0.0481927710843374
2017,"MIE",108,"Eastern District of Michigan",773,0.139715394566624
2017,"MIW",65,"Western District of Michigan",326,0.199386503067485
2017,"MN",21,"District of Minnesota",373,0.0563002680965147
2017,"MOE",10,"Eastern District of Missouri",580,0.0172413793103448
2017,"MOW",7,"Western District of Missouri",715,0.00979020979020979
2017,"MP",3,"District of Northern Mariana Islands",13,0.230769230769231
2017,"MSN",8,"Northern District of Mississippi",126,0.0634920634920635
2017,"MSS",28,"Southern District of Mississippi",256,0.109375
2017,"MT",3,"District of Montana",279,0.010752688172043
2017,"NCE",39,"Eastern District of North Carolina",515,0.0757281553398058
2017,"NCM",37,"Middle District of North Carolina",379,0.0976253298153034
2017,"NCW",32,"Western District of North Carolina",517,0.0618955512572534
2017,"ND",50,"District of North Dakota",284,0.176056338028169
2017,"NE",80,"District of Nebraska",468,0.170940170940171
2017,"NH",33,"District of New Hampshire",172,0.191860465116279
2017,"NJ",21,"District of New Jersey",451,0.0465631929046563
2017,"NM",2840,"District of New Mexico",3713,0.764880150821438
2017,"NV",88,"District of Nevada",416,0.211538461538462
2017,"NYE",51,"Eastern District of New York",533,0.0956848030018762
2017,"NYN",65,"Northern District of New York",262,0.248091603053435
2017,"NYS",51,"Southern District of New York",1186,0.0430016863406408
2017,"NYW",56,"Western District of New York",372,0.150537634408602
2017,"OHN",25,"Northern District of Ohio",467,0.0535331905781585
2017,"OHS",57,"Southern District of Ohio",478,0.119246861924686
2017,"OKE",0,"Eastern District of Oklahoma",91,0
2017,"OKN",19,"Northern District of Oklahoma",112,0.169642857142857
2017,"OKW",23,"Western District of Oklahoma",215,0.106976744186047
2017,"OR",54,"District of Oregon",334,0.161676646706587
2017,"PAE",68,"Eastern District of Pennsylvania",537,0.126629422718808
2017,"PAM",29,"Middle District of Pennsylvania",339,0.0855457227138643
2017,"PAW",6,"Western District of Pennsylvania",278,0.0215827338129496
2017,"PR",132,"District of Puerto Rico",873,0.151202749140893
2017,"RI",12,"District of Rhode Island",74,0.162162162162162
2017,"SC",62,"District of South Carolina",596,0.104026845637584
2017,"SD",32,"District of South Dakota",401,0.0798004987531172
2017,"TNE",22,"Eastern District of Tennessee",591,0.0372250423011844
2017,"TNM",21,"Middle District of Tennessee",215,0.0976744186046512
2017,"TNW",2,"Western District of Tennessee",345,0.00579710144927536
2017,"TXE",49,"Eastern District of Texas",716,0.0684357541899441
2017,"TXN",219,"Northern District of Texas",1348,0.162462908011869
2017,"TXS",4714,"Southern District of Texas",6363,0.740845513122741
2017,"TXW",3408,"Western District of Texas",5697,0.598209583991575
2017,"UT",180,"District of Utah",512,0.3515625
2017,"VAE",61,"Eastern District of Virginia",771,0.0791180285343709
2017,"VAW",4,"Western District of Virginia",238,0.0168067226890756
2017,"VI",3,"District of Virgin Islands",72,0.0416666666666667
2017,"VT",8,"District of Vermont",131,0.0610687022900763
2017,"WAE",57,"Eastern District of Washington",306,0.186274509803922
2017,"WAW",53,"Western District of Washington",378,0.14021164021164
2017,"WIE",4,"Eastern District of Wisconsin",227,0.0176211453744493
2017,"WIW",9,"Western District of Wisconsin",93,0.0967741935483871
2017,"WVN",5,"Northern District of West Virginia",193,0.0259067357512953
2017,"WVS",2,"Southern District of West Virginia",202,0.0099009900990099
2017,"WY",39,"District of Wyoming",208,0.1875
